searge,name,side,desc,class
field_150608_ab,BADLANDS_PLATEAU,2,,net/minecraft/world/biome/Biomes
field_150670_b,value,2,,net/minecraft/util/text/event/ClickEvent
field_150671_a,action,2,,net/minecraft/util/text/event/ClickEvent
field_150676_f,allowFromServer,2,,net/minecraft/util/text/event/ClickEvent$Action
field_150677_g,name,2,The canonical name used to refer to this action.,net/minecraft/util/text/event/ClickEvent$Action
field_150679_e,LOOKUP,2,,net/minecraft/util/text/event/ClickEvent$Action
field_150688_f,name,2,,net/minecraft/util/text/event/HoverEvent$Action
field_150690_d,LOOKUP,2,,net/minecraft/util/text/event/HoverEvent$Action
field_150691_e,allowFromServer,2,,net/minecraft/util/text/event/HoverEvent$Action
field_150700_a,GSON,2,,net/minecraft/util/text/ITextComponent$Serializer
field_150703_b,value,2,,net/minecraft/util/text/event/HoverEvent
field_150704_a,action,2,,net/minecraft/util/text/event/HoverEvent
field_150735_g,LOGGER,2,,net/minecraft/network/NetworkManager
field_150738_b,PACKET_MARKER,2,,net/minecraft/network/NetworkManager
field_150739_c,ATTRIBUTE_PROTOCOL,2,,net/minecraft/network/NetworkManager
field_150740_a,ROOT_MARKER,2,,net/minecraft/network/NetworkManager
field_150742_o,disconnectedReason,2,A String indicating why the network has shutdown.,net/minecraft/network/NetworkManager
field_150743_l,address,2,The address of the remote party,net/minecraft/network/NetworkManager
field_150744_m,packetListener,2,The INetHandler instance responsible for processing received packets,net/minecraft/network/NetworkManager
field_150745_j,queue,2,The queue for packets that require transmission,net/minecraft/network/NetworkManager
field_150746_k,channel,2,The active channel,net/minecraft/network/NetworkManager
field_150750_a,cipher,2,,net/minecraft/network/NettyEncryptingEncoder
field_150761_f,PROTOCOL_BY_PACKET,2,,net/minecraft/network/ProtocolType
field_150762_g,id,2,,net/minecraft/network/ProtocolType
field_150764_e,LOOKUP,2,,net/minecraft/network/ProtocolType
field_150774_a,packet,2,,net/minecraft/network/NetworkManager$QueuedPacket
field_150794_a,source,2,,net/minecraft/network/PacketBuffer
field_150797_b,MARKER,2,,net/minecraft/network/NettyPacketEncoder
field_150798_a,LOGGER,2,,net/minecraft/network/NettyPacketEncoder
field_150799_b,MARKER,2,,net/minecraft/network/NettyPacketDecoder
field_150800_a,LOGGER,2,,net/minecraft/network/NettyPacketDecoder
field_150816_i,blockEntities,2,A Map of ChunkPositions to TileEntities in this chunk,net/minecraft/world/chunk/Chunk
field_150817_t,LOGGER,2,,net/minecraft/world/chunk/Chunk
field_150844_d,when,2,,net/minecraft/block/RedstoneTorchBlock$Toggle
field_150861_f,bottomLeft,2,,net/minecraft/block/PortalSize
field_150862_g,height,2,,net/minecraft/block/PortalSize
field_150864_e,numPortalBlocks,2,,net/minecraft/block/PortalSize
field_150865_b,axis,2,,net/minecraft/block/PortalSize
field_150866_c,rightDir,2,,net/minecraft/block/PortalSize
field_150867_a,level,2,,net/minecraft/block/PortalSize
field_150868_h,width,2,,net/minecraft/block/PortalSize
field_150875_a,stats,2,,net/minecraft/stats/StatisticsManager
field_150885_f,lastStatRequest,2,,net/minecraft/stats/ServerStatisticsManager
field_150887_d,file,2,,net/minecraft/stats/ServerStatisticsManager
field_150888_e,dirty,2,,net/minecraft/stats/ServerStatisticsManager
field_150889_b,LOGGER,2,,net/minecraft/stats/ServerStatisticsManager
field_150890_c,server,2,,net/minecraft/stats/ServerStatisticsManager
field_150914_c,blocks,2,Hardcoded set of blocks this tool can properly dig at full speed. Modders see instead.,net/minecraft/item/ToolItem
field_150915_c,DIGGABLES,2,,net/minecraft/item/PickaxeItem
field_150916_c,DIGGABLES,2,,net/minecraft/item/ShovelItem
field_150917_d_,OTHER_DIGGABLE_BLOCKS,2,,net/minecraft/item/AxeItem
field_150928_b,BY_NAME,2,,net/minecraft/item/MusicDiscItem
field_150934_a,attackDamage,2,,net/minecraft/item/SwordItem
field_150939_a,block,2,,net/minecraft/item/BlockItem
field_151002_e,item,2,,net/minecraft/item/ItemStack
field_151005_D,GOLDEN_PICKAXE,2,,net/minecraft/item/Items
field_151006_E,GOLDEN_AXE,2,,net/minecraft/item/Items
field_151007_F,STRING,2,,net/minecraft/item/Items
field_151008_G,FEATHER,2,,net/minecraft/item/Items
field_151009_A,MUSHROOM_STEW,2,,net/minecraft/item/Items
field_151010_B,GOLDEN_SWORD,2,,net/minecraft/item/Items
field_151011_C,GOLDEN_SHOVEL,2,,net/minecraft/item/Items
field_151012_L,DIAMOND_HOE,2,,net/minecraft/item/Items
field_151013_M,GOLDEN_HOE,2,,net/minecraft/item/Items
field_151014_N,WHEAT_SEEDS,2,,net/minecraft/item/Items
field_151015_O,WHEAT,2,,net/minecraft/item/Items
field_151016_H,GUNPOWDER,2,,net/minecraft/item/Items
field_151017_I,WOODEN_HOE,2,,net/minecraft/item/Items
field_151018_J,STONE_HOE,2,,net/minecraft/item/Items
field_151019_K,IRON_HOE,2,,net/minecraft/item/Items
field_151020_U,CHAINMAIL_HELMET,2,,net/minecraft/item/Items
field_151021_T,LEATHER_BOOTS,2,,net/minecraft/item/Items
field_151022_W,CHAINMAIL_LEGGINGS,2,,net/minecraft/item/Items
field_151023_V,CHAINMAIL_CHESTPLATE,2,,net/minecraft/item/Items
field_151024_Q,LEATHER_HELMET,2,,net/minecraft/item/Items
field_151025_P,BREAD,2,,net/minecraft/item/Items
field_151026_S,LEATHER_LEGGINGS,2,,net/minecraft/item/Items
field_151027_R,LEATHER_CHESTPLATE,2,,net/minecraft/item/Items
field_151028_Y,IRON_HELMET,2,,net/minecraft/item/Items
field_151029_X,CHAINMAIL_BOOTS,2,,net/minecraft/item/Items
field_151030_Z,IRON_CHESTPLATE,2,,net/minecraft/item/Items
field_151031_f,BOW,2,,net/minecraft/item/Items
field_151032_g,ARROW,2,,net/minecraft/item/Items
field_151033_d,FLINT_AND_STEEL,2,,net/minecraft/item/Items
field_151034_e,APPLE,2,,net/minecraft/item/Items
field_151035_b,IRON_PICKAXE,2,,net/minecraft/item/Items
field_151036_c,IRON_AXE,2,,net/minecraft/item/Items
field_151037_a,IRON_SHOVEL,2,,net/minecraft/item/Items
field_151038_n,WOODEN_SHOVEL,2,,net/minecraft/item/Items
field_151039_o,WOODEN_PICKAXE,2,,net/minecraft/item/Items
field_151040_l,IRON_SWORD,2,,net/minecraft/item/Items
field_151041_m,WOODEN_SWORD,2,,net/minecraft/item/Items
field_151042_j,IRON_INGOT,2,,net/minecraft/item/Items
field_151043_k,GOLD_INGOT,2,,net/minecraft/item/Items
field_151044_h,COAL,2,,net/minecraft/item/Items
field_151045_i,DIAMOND,2,,net/minecraft/item/Items
field_151046_w,DIAMOND_PICKAXE,2,,net/minecraft/item/Items
field_151047_v,DIAMOND_SHOVEL,2,,net/minecraft/item/Items
field_151048_u,DIAMOND_SWORD,2,,net/minecraft/item/Items
field_151049_t,STONE_AXE,2,,net/minecraft/item/Items
field_151050_s,STONE_PICKAXE,2,,net/minecraft/item/Items
field_151051_r,STONE_SHOVEL,2,,net/minecraft/item/Items
field_151052_q,STONE_SWORD,2,,net/minecraft/item/Items
field_151053_p,WOODEN_AXE,2,,net/minecraft/item/Items
field_151054_z,BOWL,2,,net/minecraft/item/Items
field_151055_y,STICK,2,,net/minecraft/item/Items
field_151056_x,DIAMOND_AXE,2,,net/minecraft/item/Items
field_151057_cb,NAME_TAG,2,,net/minecraft/item/Items
field_151058_ca,LEAD,2,,net/minecraft/item/Items
field_151059_bz,FIRE_CHARGE,2,,net/minecraft/item/Items
field_151060_bw,GLISTERING_MELON_SLICE,2,,net/minecraft/item/Items
field_151061_bv,ENDER_EYE,2,,net/minecraft/item/Items
field_151062_by,EXPERIENCE_BOTTLE,2,,net/minecraft/item/Items
field_151064_bs,MAGMA_CREAM,2,,net/minecraft/item/Items
field_151065_br,BLAZE_POWDER,2,,net/minecraft/item/Items
field_151068_bn,POTION,2,,net/minecraft/item/Items
field_151069_bo,GLASS_BOTTLE,2,,net/minecraft/item/Items
field_151070_bp,SPIDER_EYE,2,,net/minecraft/item/Items
field_151071_bq,FERMENTED_SPIDER_EYE,2,,net/minecraft/item/Items
field_151072_bj,BLAZE_ROD,2,,net/minecraft/item/Items
field_151073_bk,GHAST_TEAR,2,,net/minecraft/item/Items
field_151074_bl,GOLD_NUGGET,2,,net/minecraft/item/Items
field_151075_bm,NETHER_WART,2,,net/minecraft/item/Items
field_151076_bf,CHICKEN,2,,net/minecraft/item/Items
field_151077_bg,COOKED_CHICKEN,2,,net/minecraft/item/Items
field_151078_bh,ROTTEN_FLESH,2,,net/minecraft/item/Items
field_151079_bi,ENDER_PEARL,2,,net/minecraft/item/Items
field_151080_bb,PUMPKIN_SEEDS,2,,net/minecraft/item/Items
field_151081_bc,MELON_SEEDS,2,,net/minecraft/item/Items
field_151082_bd,BEEF,2,,net/minecraft/item/Items
field_151083_be,COOKED_BEEF,2,,net/minecraft/item/Items
field_151095_cc,COMMAND_BLOCK_MINECART,2,,net/minecraft/item/Items
field_151097_aZ,SHEARS,2,,net/minecraft/item/Items
field_151098_aY,FILLED_MAP,2,,net/minecraft/item/Items
field_151099_bA,WRITABLE_BOOK,2,,net/minecraft/item/Items
field_151102_aT,SUGAR,2,,net/minecraft/item/Items
field_151103_aS,BONE,2,,net/minecraft/item/Items
field_151106_aX,COOKIE,2,,net/minecraft/item/Items
field_151108_aI,CHEST_MINECART,2,,net/minecraft/item/Items
field_151109_aJ,FURNACE_MINECART,2,,net/minecraft/item/Items
field_151110_aK,EGG,2,,net/minecraft/item/Items
field_151111_aL,COMPASS,2,,net/minecraft/item/Items
field_151112_aM,FISHING_ROD,2,,net/minecraft/item/Items
field_151113_aN,CLOCK,2,,net/minecraft/item/Items
field_151114_aO,GLOWSTONE_DUST,2,,net/minecraft/item/Items
field_151116_aA,LEATHER,2,,net/minecraft/item/Items
field_151117_aB,MILK_BUCKET,2,,net/minecraft/item/Items
field_151118_aC,BRICK,2,,net/minecraft/item/Items
field_151119_aD,CLAY_BALL,2,,net/minecraft/item/Items
field_151121_aF,PAPER,2,,net/minecraft/item/Items
field_151122_aG,BOOK,2,,net/minecraft/item/Items
field_151123_aH,SLIME_BALL,2,,net/minecraft/item/Items
field_151124_az,OAK_BOAT,2,,net/minecraft/item/Items
field_151125_bZ,DIAMOND_HORSE_ARMOR,2,,net/minecraft/item/Items
field_151126_ay,SNOWBALL,2,,net/minecraft/item/Items
field_151127_ba,MELON_SLICE,2,,net/minecraft/item/Items
field_151128_bU,QUARTZ,2,,net/minecraft/item/Items
field_151129_at,LAVA_BUCKET,2,,net/minecraft/item/Items
field_151131_as,WATER_BUCKET,2,,net/minecraft/item/Items
field_151133_ar,BUCKET,2,,net/minecraft/item/Items
field_151134_bR,ENCHANTED_BOOK,2,,net/minecraft/item/Items
field_151136_bY,GOLDEN_HORSE_ARMOR,2,,net/minecraft/item/Items
field_151137_ax,REDSTONE,2,,net/minecraft/item/Items
field_151138_bX,IRON_HORSE_ARMOR,2,,net/minecraft/item/Items
field_151140_bW,HOPPER_MINECART,2,,net/minecraft/item/Items
field_151141_av,SADDLE,2,,net/minecraft/item/Items
field_151142_bV,TNT_MINECART,2,,net/minecraft/item/Items
field_151143_au,MINECART,2,,net/minecraft/item/Items
field_151145_ak,FLINT,2,,net/minecraft/item/Items
field_151146_bM,CARROT_ON_A_STICK,2,,net/minecraft/item/Items
field_151147_al,PORKCHOP,2,,net/minecraft/item/Items
field_151148_bJ,MAP,2,,net/minecraft/item/Items
field_151149_ai,GOLDEN_LEGGINGS,2,,net/minecraft/item/Items
field_151150_bK,GOLDEN_CARROT,2,,net/minecraft/item/Items
field_151151_aj,GOLDEN_BOOTS,2,,net/minecraft/item/Items
field_151153_ao,GOLDEN_APPLE,2,,net/minecraft/item/Items
field_151156_bN,NETHER_STAR,2,,net/minecraft/item/Items
field_151157_am,COOKED_PORKCHOP,2,,net/minecraft/item/Items
field_151158_bO,PUMPKIN_PIE,2,,net/minecraft/item/Items
field_151159_an,PAINTING,2,,net/minecraft/item/Items
field_151160_bD,ITEM_FRAME,2,,net/minecraft/item/Items
field_151161_ac,DIAMOND_HELMET,2,,net/minecraft/item/Items
field_151163_ad,DIAMOND_CHESTPLATE,2,,net/minecraft/item/Items
field_151164_bB,WRITTEN_BOOK,2,,net/minecraft/item/Items
field_151165_aa,IRON_LEGGINGS,2,,net/minecraft/item/Items
field_151166_bC,EMERALD,2,,net/minecraft/item/Items
field_151167_ab,IRON_BOOTS,2,,net/minecraft/item/Items
field_151168_bH,BAKED_POTATO,2,,net/minecraft/item/Items
field_151169_ag,GOLDEN_HELMET,2,,net/minecraft/item/Items
field_151170_bI,POISONOUS_POTATO,2,,net/minecraft/item/Items
field_151171_ah,GOLDEN_CHESTPLATE,2,,net/minecraft/item/Items
field_151172_bF,CARROT,2,,net/minecraft/item/Items
field_151173_ae,DIAMOND_LEGGINGS,2,,net/minecraft/item/Items
field_151174_bG,POTATO,2,,net/minecraft/item/Items
field_151175_af,DIAMOND_BOOTS,2,,net/minecraft/item/Items
field_151186_x,ANIMALS_BRED,2,,net/minecraft/stats/Stats
field_151227_b,LOGGER,2,,net/minecraft/util/HTTPUtil
field_151234_b,LOGGER,2,,net/minecraft/profiler/Profiler
field_151242_b,MULTIPLY_DE_BRUIJN_BIT_POSITION,2,"Though it looks like an array, this is really more like a mapping. Key (index of this array) is the upper 5 bits of the result of multiplying a 32-bit unsigned integer by the B(2, 5) De Bruijn sequence 0x077CB531. Value (value stored in the array) is the unique index (from the right) of the leftmo",net/minecraft/util/math/MathHelper
field_151245_t,iconItemStack,2,,net/minecraft/item/ItemGroup
field_151257_b,serverConnectionListener,2,,net/minecraft/network/LegacyPingHandler
field_151258_a,LOGGER,2,,net/minecraft/network/LegacyPingHandler
field_151272_f,connections,2,A list containing all NetworkManager instances of all endpoints,net/minecraft/network/NetworkSystem
field_151273_d,server,2,Reference to the MinecraftServer object.,net/minecraft/network/NetworkSystem
field_151274_e,channels,2,Contains all endpoints added to this NetworkSystem,net/minecraft/network/NetworkSystem
field_151275_b,LOGGER,2,,net/minecraft/network/NetworkSystem
field_151276_c,SERVER_EVENT_GROUP,2,,net/minecraft/network/NetworkSystem
field_151277_a,running,2,True if this NetworkSystem has never had his endpoints terminated,net/minecraft/network/NetworkSystem
field_151305_b,protocol,2,,net/minecraft/network/ServerStatusResponse$Version
field_151306_a,name,2,,net/minecraft/network/ServerStatusResponse$Version
field_151323_d,favicon,2,,net/minecraft/network/ServerStatusResponse
field_151324_b,players,2,,net/minecraft/network/ServerStatusResponse
field_151325_c,version,2,,net/minecraft/network/ServerStatusResponse
field_151326_a,description,2,,net/minecraft/network/ServerStatusResponse
field_151334_b,numPlayers,2,,net/minecraft/network/ServerStatusResponse$Players
field_151335_c,sample,2,,net/minecraft/network/ServerStatusResponse$Players
field_151336_a,maxPlayers,2,,net/minecraft/network/ServerStatusResponse$Players
field_151343_f,paramB,2,,net/minecraft/block/BlockEventData
field_151344_d,block,2,,net/minecraft/block/BlockEventData
field_151345_e,paramA,2,Different for each blockID,net/minecraft/block/BlockEventData
field_151352_g,type,2,,net/minecraft/world/NextTickListEntry
field_151355_a,isBootstrapped,2,"Whether the blocks, items, etc have already been registered",net/minecraft/util/registry/Bootstrap
field_151369_A,FISHING_SPEED,2,,net/minecraft/enchantment/Enchantments
field_151370_z,FISHING_LUCK,2,,net/minecraft/enchantment/Enchantments
field_151375_b,jsonKeys,2,,net/minecraft/client/util/JSONException$Entry
field_151376_a,filename,2,,net/minecraft/client/util/JSONException$Entry
field_151382_b,message,2,,net/minecraft/client/util/JSONException
field_151383_a,entries,2,,net/minecraft/client/util/JSONException
field_151411_d,modifiers,2,,net/minecraft/network/play/server/SEntityPropertiesPacket$Snapshot
field_151413_c,base,2,,net/minecraft/network/play/server/SEntityPropertiesPacket$Snapshot
field_151442_I,mipmapLevels,0,,net/minecraft/client/GameSettings
field_151444_V,keySprint,0,,net/minecraft/client/GameSettings
field_151445_Q,keyInventory,0,,net/minecraft/client/GameSettings
field_151447_Z,keyScreenshot,0,,net/minecraft/client/GameSettings
field_151449_az,RESOURCE_PACK_TYPE,0,,net/minecraft/client/GameSettings
field_151450_ay,GSON,0,,net/minecraft/client/GameSettings
field_151451_c,renderDistance,0,,net/minecraft/client/GameSettings
field_151453_l,resourcePacks,0,,net/minecraft/client/GameSettings
field_151454_ax,LOGGER,0,,net/minecraft/client/GameSettings
field_151456_ac,keyHotbarSlots,0,,net/minecraft/client/GameSettings
field_151457_aa,keyTogglePerspective,0,,net/minecraft/client/GameSettings
field_151458_ab,keySmoothCamera,0,,net/minecraft/client/GameSettings
field_151471_f,category,0,,net/minecraft/client/settings/KeyBinding
field_151472_e,defaultKey,0,,net/minecraft/client/settings/KeyBinding
field_151473_c,CATEGORIES,0,,net/minecraft/client/settings/KeyBinding
field_151474_i,clickCount,0,,net/minecraft/client/settings/KeyBinding
field_151480_b,LOGGER,2,,net/minecraft/world/storage/AnvilSaveConverter
field_151481_a,LOGGER,2,,net/minecraft/scoreboard/ScoreboardSaveData
field_151484_k,items,2,,net/minecraft/entity/ai/goal/TemptGoal
field_151495_j,pathedTargetY,2,,net/minecraft/entity/ai/goal/MeleeAttackGoal
field_151496_k,pathedTargetZ,2,,net/minecraft/entity/ai/goal/MeleeAttackGoal
field_151497_i,pathedTargetX,2,,net/minecraft/entity/ai/goal/MeleeAttackGoal
field_151500_b,mob,2,The entity owner of this AITask,net/minecraft/entity/ai/goal/EatGrassGoal
field_151501_c,level,2,The world the grass eater entity is eating from,net/minecraft/entity/ai/goal/EatGrassGoal
field_151502_a,eatAnimationTick,2,Number of ticks since the entity started to eat grass,net/minecraft/entity/ai/goal/EatGrassGoal
field_151506_a,LOGGER,2,,net/minecraft/entity/ai/goal/GoalSelector
field_151520_r,bypassMagic,2,Whether or not the damage ignores modification by potion effects or enchantments.,net/minecraft/util/DamageSource
field_151527_f,id,2,,net/minecraft/world/Difficulty
field_151528_g,key,2,,net/minecraft/world/Difficulty
field_151530_e,BY_ID,2,,net/minecraft/world/Difficulty
field_151562_a,next,2,,net/minecraft/world/gen/feature/structure/StructurePiece$BlockSelector
field_151563_j,blockTicks,2,,net/minecraft/world/chunk/storage/ChunkLoaderUtil$AnvilConverterData
field_151564_i,blockEntities,2,,net/minecraft/world/chunk/storage/ChunkLoaderUtil$AnvilConverterData
field_151566_D,EGG,2,,net/minecraft/block/material/Material
field_151567_E,PORTAL,2,,net/minecraft/block/material/Material
field_151568_F,CAKE,2,,net/minecraft/block/material/Material
field_151569_G,WEB,2,,net/minecraft/block/material/Material
field_151570_A,CACTUS,2,,net/minecraft/block/material/Material
field_151571_B,CLAY,2,,net/minecraft/block/material/Material
field_151572_C,VEGETABLE,2,,net/minecraft/block/material/Material
field_151573_f,METAL,2,,net/minecraft/block/material/Material
field_151574_g,HEAVY_METAL,2,,net/minecraft/block/material/Material
field_151575_d,WOOD,2,,net/minecraft/block/material/Material
field_151576_e,STONE,2,,net/minecraft/block/material/Material
field_151577_b,GRASS,2,,net/minecraft/block/material/Material
field_151578_c,DIRT,2,,net/minecraft/block/material/Material
field_151579_a,AIR,2,,net/minecraft/block/material/Material
field_151580_n,WOOL,2,,net/minecraft/block/material/Material
field_151581_o,FIRE,2,,net/minecraft/block/material/Material
field_151582_l,REPLACEABLE_PLANT,2,,net/minecraft/block/material/Material
field_151583_m,SPONGE,2,,net/minecraft/block/material/Material
field_151584_j,LEAVES,2,,net/minecraft/block/material/Material
field_151585_k,PLANT,2,,net/minecraft/block/material/Material
field_151586_h,WATER,2,,net/minecraft/block/material/Material
field_151587_i,LAVA,2,,net/minecraft/block/material/Material
field_151588_w,ICE,2,,net/minecraft/block/material/Material
field_151589_v,CORAL,2,,net/minecraft/block/material/Material
field_151590_u,EXPLOSIVE,2,,net/minecraft/block/material/Material
field_151591_t,BUILDABLE_GLASS,2,,net/minecraft/block/material/Material
field_151592_s,GLASS,2,,net/minecraft/block/material/Material
field_151593_r,CLOTH_DECORATION,2,,net/minecraft/block/material/Material
field_151594_q,DECORATION,2,,net/minecraft/block/material/Material
field_151595_p,SAND,2,,net/minecraft/block/material/Material
field_151596_z,SNOW,2,The material for crafted snow.,net/minecraft/block/material/Material
field_151597_y,TOP_SNOW,2,,net/minecraft/block/material/Material
field_151598_x,ICE_SOLID,2,,net/minecraft/block/material/Material
field_151603_a,noiseLevels,2,,net/minecraft/world/gen/PerlinNoiseGenerator
field_151608_f,p,2,,net/minecraft/world/gen/SimplexNoiseGenerator
field_151609_g,F2,2,,net/minecraft/world/gen/SimplexNoiseGenerator
field_151610_d,zo,2,,net/minecraft/world/gen/SimplexNoiseGenerator
field_151612_b,xo,2,,net/minecraft/world/gen/SimplexNoiseGenerator
field_151613_c,yo,2,,net/minecraft/world/gen/SimplexNoiseGenerator
field_151614_a,SQRT_3,2,,net/minecraft/world/gen/SimplexNoiseGenerator
field_151615_h,G2,2,,net/minecraft/world/gen/SimplexNoiseGenerator
field_151623_c,warmBiomes,2,,net/minecraft/world/gen/layer/BiomeLayer
field_151629_c,LOGGER,2,,net/minecraft/world/gen/layer/HillsLayer
field_151645_D,COLOR_RED,2,,net/minecraft/block/material/MaterialColor
field_151646_E,COLOR_BLACK,2,,net/minecraft/block/material/MaterialColor
field_151647_F,GOLD,2,,net/minecraft/block/material/MaterialColor
field_151648_G,DIAMOND,2,,net/minecraft/block/material/MaterialColor
field_151649_A,COLOR_BLUE,2,,net/minecraft/block/material/MaterialColor
field_151650_B,COLOR_BROWN,2,,net/minecraft/block/material/MaterialColor
field_151651_C,COLOR_GREEN,2,,net/minecraft/block/material/MaterialColor
field_151652_H,LAPIS,2,,net/minecraft/block/material/MaterialColor
field_151653_I,EMERALD,2,,net/minecraft/block/material/MaterialColor
field_151654_J,PODZOL,2,,net/minecraft/block/material/MaterialColor
field_151655_K,NETHER,2,,net/minecraft/block/material/MaterialColor
field_151656_f,FIRE,2,,net/minecraft/block/material/MaterialColor
field_151657_g,ICE,2,,net/minecraft/block/material/MaterialColor
field_151658_d,SAND,2,,net/minecraft/block/material/MaterialColor
field_151659_e,WOOL,2,,net/minecraft/block/material/MaterialColor
field_151660_b,NONE,2,,net/minecraft/block/material/MaterialColor
field_151661_c,GRASS,2,,net/minecraft/block/material/MaterialColor
field_151662_n,WATER,2,,net/minecraft/block/material/MaterialColor
field_151663_o,WOOD,2,,net/minecraft/block/material/MaterialColor
field_151664_l,DIRT,2,,net/minecraft/block/material/MaterialColor
field_151665_m,STONE,2,,net/minecraft/block/material/MaterialColor
field_151666_j,SNOW,2,,net/minecraft/block/material/MaterialColor
field_151667_k,CLAY,2,,net/minecraft/block/material/MaterialColor
field_151668_h,METAL,2,,net/minecraft/block/material/MaterialColor
field_151669_i,PLANT,2,,net/minecraft/block/material/MaterialColor
field_151670_w,COLOR_GRAY,2,,net/minecraft/block/material/MaterialColor
field_151671_v,COLOR_PINK,2,,net/minecraft/block/material/MaterialColor
field_151672_u,COLOR_LIGHT_GREEN,2,,net/minecraft/block/material/MaterialColor
field_151673_t,COLOR_YELLOW,2,,net/minecraft/block/material/MaterialColor
field_151674_s,COLOR_LIGHT_BLUE,2,,net/minecraft/block/material/MaterialColor
field_151675_r,COLOR_MAGENTA,2,,net/minecraft/block/material/MaterialColor
field_151676_q,COLOR_ORANGE,2,,net/minecraft/block/material/MaterialColor
field_151677_p,QUARTZ,2,,net/minecraft/block/material/MaterialColor
field_151678_z,COLOR_PURPLE,2,,net/minecraft/block/material/MaterialColor
field_151679_y,COLOR_CYAN,2,,net/minecraft/block/material/MaterialColor
field_152110_j,owner,2,,net/minecraft/tileentity/SkullTileEntity
field_152118_bv,isChickenJockey,2,,net/minecraft/entity/passive/ChickenEntity
field_152176_i,serverPackButton,0,,net/minecraft/client/gui/screen/AddServerScreen
field_152177_g,lastKeySelection,0,,net/minecraft/client/gui/screen/ControlsScreen
field_152350_aA,skinManager,0,,net/minecraft/client/Minecraft
field_152352_aC,gameThread,0,,net/minecraft/client/Minecraft
field_152355_az,minecraftSessionService,0,,net/minecraft/client/Minecraft
field_152365_W,profileRepository,2,,net/minecraft/server/MinecraftServer
field_152366_X,profileCache,2,,net/minecraft/server/MinecraftServer
field_152367_a,USERID_CACHE_FILE,2,,net/minecraft/server/MinecraftServer
field_152395_am,keyFullscreen,0,,net/minecraft/client/GameSettings
field_152425_c,BY_NAME,0,,net/minecraft/util/Session$Type
field_152426_d,name,0,,net/minecraft/util/Session$Type
field_152429_d,type,0,,net/minecraft/util/Session
field_152434_e,file,0,,net/minecraft/client/renderer/texture/DownloadingTexture
field_152451_a,UNLIMITED,2,,net/minecraft/nbt/NBTSizeTracker
field_152452_b,quota,2,,net/minecraft/nbt/NBTSizeTracker
field_152453_c,usage,2,,net/minecraft/nbt/NBTSizeTracker
field_152463_r,encrypted,2,,net/minecraft/network/NetworkManager
field_152499_c,flow,2,,net/minecraft/network/NettyPacketDecoder
field_152500_c,flow,2,,net/minecraft/network/NettyPacketEncoder
field_152587_j,packStatus,0,,net/minecraft/client/multiplayer/ServerData
field_152594_d,name,0,,net/minecraft/client/multiplayer/ServerData$ServerResourceMode
field_152613_a,USERBANLIST_FILE,2,,net/minecraft/server/management/PlayerList
field_152614_b,IPBANLIST_FILE,2,,net/minecraft/server/management/PlayerList
field_152615_c,OPLIST_FILE,2,,net/minecraft/server/management/PlayerList
field_152616_d,WHITELIST_FILE,2,,net/minecraft/server/management/PlayerList
field_152642_a,user,2,,net/minecraft/server/management/UserListEntry
field_152645_a,level,2,,net/minecraft/server/management/OpEntry
field_152660_b,gson,2,,net/minecraft/server/management/PlayerProfileCache
field_152661_c,profilesByName,2,A map between player usernames and,net/minecraft/server/management/PlayerProfileCache
field_152662_d,profilesByUUID,2,A map between and,net/minecraft/server/management/PlayerProfileCache
field_152665_g,file,2,,net/minecraft/server/management/PlayerProfileCache
field_152672_b,profile,2,The player's GameProfile,net/minecraft/server/management/PlayerProfileCache$ProfileEntry
field_152673_c,expirationDate,2,The date that this entry will expire,net/minecraft/server/management/PlayerProfileCache$ProfileEntry
field_152693_a,LOGGER,2,,net/minecraft/server/management/UserList
field_152695_c,file,2,,net/minecraft/server/management/UserList
field_152696_d,map,2,,net/minecraft/server/management/UserList
field_152728_a,OLD_IPBANLIST,2,,net/minecraft/server/management/PreYggdrasilConverter
field_152729_b,OLD_USERBANLIST,2,,net/minecraft/server/management/PreYggdrasilConverter
field_152730_c,OLD_OPLIST,2,,net/minecraft/server/management/PreYggdrasilConverter
field_152731_d,OLD_WHITELIST,2,,net/minecraft/server/management/PreYggdrasilConverter
field_152732_e,LOGGER,2,,net/minecraft/server/management/PreYggdrasilConverter
field_152773_a,fixedData,2,The snooper Map of stats,net/minecraft/profiler/Snooper
field_152774_b,dynamicData,2,The client Map of stats,net/minecraft/profiler/Snooper
field_152775_d,combatStartTime,2,,net/minecraft/util/CombatTracker
field_152776_e,combatEndTime,2,,net/minecraft/util/CombatTracker
field_152783_a,LOGGER,0,,net/minecraft/client/resources/ResourceIndex
field_152785_b,ENTITY_NOT_BEING_RIDDEN,2,Selects only entities which are neither ridden by anything nor ride on anything,net/minecraft/util/EntityPredicates
field_152795_c,textureManager,0,,net/minecraft/client/resources/SkinManager
field_152796_d,skinsDirectory,0,,net/minecraft/client/resources/SkinManager
field_152797_e,sessionService,0,,net/minecraft/client/resources/SkinManager
field_152798_f,insecureSkinCache,0,,net/minecraft/client/resources/SkinManager
field_154349_a,LOGGER,2,,net/minecraft/server/ServerEula
field_154350_b,file,2,,net/minecraft/server/ServerEula
field_154351_c,agreed,2,,net/minecraft/server/ServerEula
field_155771_h,LOGGER,2,,net/minecraft/server/dedicated/DedicatedServer
field_164003_c,name,2,,net/minecraft/network/rcon/RConThread
